Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
B_Jones       31 aus 12  4  6  7  8 330  84 144 119   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
P_Reina       31 spa 17  4  8  4  8 676  94 214 114  12   0 1133   3 138  29   0   0   0   0   0   4   0   0 100
P_Gulasci     23 hun 12  5  3  5  8 320  94 114 114   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
G_Johnson     28 eng  2 15 13  8 14  70 479 353 212  10   0  944   0   0   0  17   6  14   0   0   8   0   0  93
J_Enrique     27 spa  2 15 11  7 14  70 468 353 186  11   0 1037   1   0   0  16  13  15   0   0   0   0   0  93
D_Agger       28 den  2 16 14 10 15  50 532 440 214  11   0  929   1   0   0  25  17  18   0   2  10   0   0  96
J_Carragher   35 eng  2 15 11  8 13  70 424 360 216   7   4  447   0   0   0   3   7   9   0   0   0   0   0 100
S_Coates      22 uru  4 14 11  7 16  80 389 304 174   1   0   96   0   0   0   0   0   1   0   0   0   0   0 100
V_Forren      24 nor  1 15 13  8 14  57 433 430 186  11   0 1049   1   0   0   6   8  10   2   0   0   0   0 100
M_Skrtel      28 cze  2 15 14  4 14  70 450 360 188   7   1  372   0   0   0   4   5   7   3   0   0   1   0 100
A_Wisdom      19 eng  2 11 10  5 10  70 319 269 144   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Mata        24 spa  3  7 17 14 10  80 256 564 465  11   0 1039   2   0   0   5  27  17   3   5   4   0   0  93
S_Gerrard     33 eng  9 10 16 14 11  70 297 546 505  11   0 1037   0   0   0   6  19  25   5   2   0   0   0  93
P_Coutinho    20 bra  8  9 15 12 10  70 191 533 395  11   5  779   1   0   0   2  22  11   1   1   0   0   0 100
O_Assaidi     25 mor  3  8 15 11 10  70 189 425 393   3   0  252   0   0   0   1   2   7   2   0   0   0   0 100
J_Henderson   22 eng  2  9 14 10 14  70 219 406 314   2   0  188   0   0   0   2   2   1   0   0   0   0   0  93
Y_Toure       30 ivo  2 15 16 10 10  70 436 512 368   8   0  755   0   0   0   2  17  17   2   1   0   0   0  93
L_Leiva       26 bra  2 12 15  9 14  70 408 505 259  10   1  718   0   0   0   6  19  13   2   2   0   0   0  93
J_Allen       23 wal  3 12 14 10 15  70 359 410 258   1   0   45   0   0   0   0   1   2   0   0   0   0   0 100
Suso          20 spa  1  8 13 10  8  70 169 349 269   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Sterling    18 eng  2  8 13 11  7  70 169 359 274   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Suarez      26 uru  2  5 17 18 16  50 180 503 571  12   0 1051   0   0   0   3  17  42   2   1   0   0   0  90
D_Sturridge   23 eng  2  5 14 15 12  60 165 442 512  11   0 1037   1   0   0   3  17  37   5   1   0   0   0  93
F_Borini      21 ita  2  5 13 14 12  60 153 370 485  11   7  476   0   0   0   0   2  22   4   0   0   0   0 100
A_Carroll     23 eng  2  7 10 14 16  60 164 269 388   1   1   51   0   0   0   0   0   2   0   0   0   0   0 100
