
Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
C_Poenaru     20 rom 19  2  3  3 33 765 600 600 600   3   0  288   0  31   5   0   0   0   0   0   0   0   0 100
M_Schwarzer   17 aus 14  2  3  1 32 405 300 300 300   1   0   94   0  10   2   0   0   0   0   0   0   0   0 100
J_Stonehouse  24 eng  1 22  5  6 42 800 610 869 827  15   1 1323   2   0   0  25   7   5   1   3   4   0   0  95
Maicon        21 bra  3 20  7  8 43 300 651 613 679  11   2  812   0   0   0   7   7  10   1   1   8   3   0 100
J_Wallis      19 eng  2 20  8  4 31 400 580 445 385   7   1  620   0   0   0  10   5   1   0   1   0   0   0  98
A_Andreasen   20 eng  3 20  7  6 32 500 711 920 909  10   1  875   0   0   0  19  10  11   1   0   2   0   0  95
K_Traore      19 mal  1 19 11  6 23 500 874 614 553  11   1  985   1   0   0  17   9  16   1   2   6   0   0 100
R_Da_Silva    27 ita  1 18 13  5 21 300 655 735  98   4   0  353   0   0   0   2   7   1   0   0   0   0   0 100
H_Bellini     20 bra  2 18 10  6 22 300 380 358 332   1   0   96   0   0   0   1   1   0   0   0   0   0   0 100
W_Maddren     20 eng  3 18 10  4 32 300 600 472 368   5   1  389   0   0   0   9   2   4   0   0   0   0   0 100
S_Defour      21 bel  2  8 22 11 12 300 631 551 118  14   1 1271   1   0   0   3  40  24   2   4   0   0   0  89
Juninho       21 bra  2  9 19 10 21 800 906 948  75  13   1 1132   0   0   0   2  30  20   0   1   0   0   0  95
G_Souness     20 sco  3  9 19  8 20 600 676  54 776  10   5  593   0   0   0   3  15   8   1   1   4   0   0  98
Kim_Dong_Wong 20 chi  3  9 19  9 32 300 454 357 735   7   0  621   0   0   0   3  24   9   0   3   0   0   0  98
Ridoutkha     18 egy  2 13 18  6 20 600 680 775 609  10   0  837   0   0   0   5  18   6   1   1   0   0   0 100
P_Singh       19 eng  3  9 18 11 41 500 533 954 916   4   0  341   0   0   0   0   7   6   2   0   0   0   0 100
R_Liverani    16 fra  1  7 15  7 11 300 340 425 311   5   0  444   0   0   0   2  11   3   0   1   0   0   0 100
L_Prado       24 bra  2  6  9 22 16 300 358 338 528  10   3  667   0   0   0   2   2  33   7   0   2   0   0  95
Kike          20 spa  2  6  9 20 31 600 640 650 804  10   2  758   1   0   0   2   5  41   5   0   0   0   0  95
G_Bengescu    19 rom  1  8  7 19 32 800 800 800 837   1   0   97   0   0   0   0   0   6   1   0   0   0   0 100

L_Bailey      21 swe  2  9  7 18 33 400 499 446 184   6   3  351   0   0   0   0   5  20   3   0   2   0   0 100
