Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
P_Cech        30 cze 19  5  9  6 10 699 120 245 140  16   0 1511   2  85  18   0   0   0   0   0   0   0   0 100
R_Turnbull    28 eng 13  4  7  5 13 375 105 225 120   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
H_Hilario     37 por 13  5  8  2 11 385 110 205 120   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Cole        32 eng  2 18 14  5 16 100 588 491 325   5   0  458   1   0   0  10   7   5   1   2   0   0   0  81
B_Ivanovic    29 ser  2 17 13  9 14  70 573 533 344  16   2 1362   0   0   0  13  25  14   1   2   0   0   0  91
J_Terry       32 eng  2 17 13 10 16  60 615 452 397  16   1 1377   2   0   0  14  14  21   3   2   4   0   0  83
D_Luiz        25 bra  2 16 12  4 13  80 478 404 150   2   0  189   1   0   0   4   8   0   0   1   0   0   0 100
G_Cahill      27 eng  2 16 12  5 15  80 532 484 190  14   1 1228   0   0   0  12  19  14   0   0   4   0   0  88
P_Ferreira    34 por  2 15 12  4  9  80 478 383 162  12   4 1003   1   0   0  10  11   5   1   1   0   0   0 100
C_Azpilicuta  23 spa  2 15 13  5 14  80 503 408 167   7   1  511   0   0   0   7   8   2   1   0   4   0   0 100
R_Bertrand    23 eng  2 14 12  5 11  80 481 387 246   3   1  197   1   0   0   2   4   3   1   0   0   0   0 100
G_Saville     19 eng  2 11 10  6 12  80 340 285 180   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
F_Lampard     34 eng  4 10 16 12 15  90 303 589 509  13   0 1210   0   0   0   4  24  17   4   1  10   0   0  88
E_Hazard      22 bel  3  9 17 15 10  80 324 632 639  14   0 1214   1   0   0   8  23  39   7   3  20   0   2  95
Oscar         21 bra  2  7 16 13  6  80 308 562 464  14   1 1275   0   0   0   3  20  21   1   3   0   0   0  93
E_de_Bruyne   21 bel  2  8 14 12 11  80 229 437 392   2   0  152   0   0   0   1   2   5   0   0   0   0   0 100
P_Bamford     20 eng  2  9 12 10 12  68 245 310 275   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
Ramires       25 bra  2 11 16  9 16  80 300 614 491   9   0  771   1   0   0   1  18  18   2   4   0   0   0  88
J_Obi_Mikel   25 nig  2 12 15  8 13  80 403 484 261   7   1  372   0   0   0   2   5   5   1   2   0   0   0 100
F_Malouda     32 fra  3  6 15 12 15  80 250 475 421   3   1  165   0   0   0   0   5   3   0   0   0   0   0 100
Y_Benayoun    32 isl  2  8 15 11  8  70 239 435 380   3   1  178   0   0   0   1   3   2   0   1   0   0   0 100
J_McEachran   19 eng  2 10 14  9 13  80 325 422 254   2   2  111   0   0   0   0   2   2   0   0   0   0   0 100
M_Marin       24 ger  2  9 14 10  8  70 269 478 409   2   0  189   0   0   0   1   6   3   0   1   0   0   0 100
O_Romeu       21 spa  2 12 13  7 14  80 390 415 255   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
F_Torres      28 spa  2  5 13 17 12  70 250 475 730  15   1 1190   1   0   0   1  10  57  10   1   0   0   0 100
D_Ba          27 sen  2  5 13 16 13  70 250 555 688  14   2 1254   2   0   0   1  11  39   7   4   0   0   0 100
V_Moses       22 nig  2  9 13 14  8  70 194 432 491   4   1  295   0   0   0   1   3   9   2   0   0   0   0 100
R_Lukaku      20 bel  2  6 12 15 16  58 250 439 441   1   0   93   0   0   0   0   2   6   0   2   0   0   0  93
