Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
M_Vorm        28 hol 16  3  8  4  7 502  88 208 108  13   0 1246   2  51  13   0   0   0   0   0   0   0   0 100
G_Tremell     33 ger 14  4  7  5 10 311 153 193 173   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
D_Cornell     21 eng 12  2  4  4 10 291  78 128 118   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
C_Flores      25 spa  2 15 12  8 14  66 461 342 175  12   0 1150   0   0   0  15   9  11   0   0   0   0   0  93
N_Taylor      23 wal  2 14 12  8 11  66 421 367 186  12   0 1112   0   0   0   7   8  13   3   0   0   0   0 100
A_Williams    28 wal  2 14 12  6 14  66 456 334 168  12   0 1150   1   0   0   7   5   7   2   1   4   0   0  90
Angel_Rangel  29 spa  2 14 12  6 14  66 469 322 139  12   0 1091   0   0   0  13   5   3   1   0   8   0   0  93
S_Ki          23 kor  2 13 13  8 14  66 434 400 192   3   0  290   0   0   0   4   2   1   0   0   0   0   0  93
K_Bartley     21 eng  2 12 12  8 12  66 353 296 217   2   0  141   0   0   0   0   3   1   0   0   0   0   0 100
A_Tate        29 eng  2 12  9  4  8  66 327 214 128   3   3  148   0   0   0   1   1   0   0   0   0   0   0 100
G_Monk        33 eng  2 12 12  8 12  66 363 274 208   1   0   45   0   0   0   0   1   0   0   0   0   0   0 100
D_Tiendalli   26 hol  3 12 10  8 12  66 358 258 213   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Richards    21 wal  2 11 10  8 13  66 303 238 183   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
D_Situ        20 fra  2 11 10  6 12  66 308 253 148   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
B_Davies      19 wal  2 11 10  5 13  66 313 258 143   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
P_Hernandez   27 spa  2  8 15 12 12  66 230 418 383  13   1 1150   0   0   0   2  13  12   1   0   8   0   0  93
N_Dyer        24 eng  2  9 14 11 14  66 306 444 347  12   0 1150   2   0   0   4  19  17   1   0   0   0   0  90
W_Routledge   27 eng  2  9 14 11 10  66 299 442 332  12   0 1150   2   0   0   6  15   9   1   2   0   0   0  90
K_Agustien    26 hol  2 12 13  9 15  66 355 425 230  11   0 1001   0   0   0   4  11   8   2   4   0   0   0 100
L_Britton     29 eng  3 11 13  7 13  76 322 369 233   2   1  148   0   0   0   1   1   2   0   0   0   0   0 100
M_Gower       35 eng  3 11 13  9 12  66 301 348 243   1   0   96   0   0   0   2   0   0   0   0   0   0   0 100
A_Richards    22 wal  2 11 12  7 10  66 268 323 133   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
Michu         26 spa  2  8 10 15 11  66 322 327 467  13   1 1201   1   0   0   1   8  36   4   1   0   0   0  85
L_Lita        27 eng  2  7 10 12 11  66 231 328 378  12   0 1098   0   0   0   4  15  19   1   0   0   0   0 100
L_Moore       26 eng  2  7 10 12 13  66 227 306 410   2   0  192   1   0   0   1   3   4   2   0   0   0   0 100
R_Donnelly    20 nir  2  6 10 11  9  66 188 263 313   2   1  147   0   0   0   0   0   1   0   0   0   0   0 100
