Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
G_Buffon      35 ita 18  4  8  4  9 518  80 190 100   5   0  421   1  22   6   0   0   0   0   0   0   0   0 100
M_Storari     36 ita 15  2  5  6 12 415 160  95 110   7   1  630   0  34   9   0   0   0   0   0   0   0   0 100
Rubinho       30 bra 14  3  4  4 12 309  70 185  90   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
G_Chiellini   28 ita  2 17 12  6 12  44 466 342 190   3   0  255   0   0   0   3   2   4   0   0   0   0   0  86
A_Barzagli    31 ita  2 17 13 10 16  44 449 333 291   5   0  415   0   0   0   3   2   5   0   0   0   2   0 100
L_Bonucci     25 ita  2 16 14  9 15  64 442 354 179  11   0 1051   0   0   0  13   4   5   0   1   4   0   0  79
S_Lichtsteinr 29 swi  2 16 13 10 11  64 415 346 292  11   0 1008   0   0   0   7  10  11   3   0   0   0   0  93
M_Caceres     26 uru  2 15 14  6  8  64 439 344 164  11   2  933   0   0   0  10   5   5   0   0   0   0   0  96
F_Peluso      29 ita  2 15 12  7  9  54 409 313 177   6   1  542   0   0   0   5   3   4   0   0   0   0   0  91
P_De_Ceglie   26 ita  2 14 11  9 10  64 365 305 205   1   0   97   0   0   0   0   0   0   0   0   0   0   0  91
C_Marchisio   27 ita  2 12 16 10 15  64 350 488 323  10   0  954   2   0   0   2  15   9   2   2   0   0   0 100
S_Padoin      29 ita  1 13 16 10 13  54 356 420 296  10   0  954   0   0   0   8  11   5   1   0   0   0   0 100
A_Pirlo       33 ita  2 11 16 11 15  64 364 452 369  10   0  954   0   0   0   3  11   7   0   1   0   0   0 100
A_Vidal       25 chi  2 10 16 11 10  44 284 486 362  10   0  954   1   0   0   2  23   9   1   3   0   0   0 100
E_Giaccherini 27 ita  1 13 16 10 13  54 340 400 230   1   0   97   0   0   0   0   0   0   0   0   0   0   0  91
P_Pogba       20 fra  2 13 15  8 13  64 374 406 215   1   0   97   0   0   0   1   1   0   0   0   0   0   0  91
M_Isla        24 chi  3  9 15 11 16  74 209 417 345   1   0   97   0   0   0   1   2   0   0   0   0   0   0  91
S_Pepe        29 ita  2  8 14 12 14  64 225 390 340   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
K_Asamoah     24 gha  3 12 14 10 15  64 345 390 240   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Marrone     23 ita  2 12 14  8 11  64 320 375 205   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_Vucinic     29 mon  2  9 14 18 15  64 192 370 461  11   0 1051   0   0   0   3   6  21   3   0   0   0   0  79
F_Quagliarela 30 ita  2  5 13 16 11  54 144 347 447  10   0  954   0   0   0   2   6  22   1   0   0   0   0 100
S_Giovinco    26 ita  2  7  9 15 12  54 150 235 380   1   0   59   0   0   0   0   0   0   0   0   0   0   0 100
N_Anelka      34 fra  2  7 10 14 11  54 150 245 390   1   1   38   0   0   0   0   0   0   0   0   0   0   0 100
A_Matri       28 ita  2  7 10 14 12  54 150 265 380   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
S_Beltrame    20 ita  2  7 10 13 10  54 150 255 340   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
