Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
J_Ruddy       26 eng 17  2  7  6 10  85 228 333 318   9   0  865   1  39  11   0   0   0   0   0   0   0   0 100
L_Camp        29 nir 13  2  5  4 11 373 223 273 268   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Steer       20 eng 11  2  6  3 10 288 228 338 268   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Martin      27 sco  3 14 10  7 14 133 770 696 494   8   0  611   0   0   0   6  11   7   0   1   0   0   0  96
S_Whittaker   29 sco  3 14  9  8 14 133 723 456 501   4   3  179   0   0   0   0   0   3   0   0   0   0   0 100
J_Garrido     28 spa  2 14 12  8 11 123 644 660 369   9   1  759   0   0   0   1   6   5   1   2   4   0   0  99
M_Turner      29 eng  2 14 12  8  9 123 721 706 410   9   1  760   0   0   0   5   7   4   1   0   0   0   0 100
A_Elmohamady  25 egy  2 14 12  9 11 127 717 659 400   8   0  736   0   0   0   6   7   5   0   0   4   0   0  88
R_Bennett     23 eng  3 12 12  8 12 123 577 540 426   9   4  492   0   0   0   3   1   5   0   0   0   0   0 100
E_Ward        29 eng  2 12 10  5 12 123 585 430 345   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
D_Ayala       24 spa  2 12 10  4  8 123 513 413 303   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
G_Francomb    21 eng  2 10  9  8 11 123 453 363 328   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
T_Adeyemi     21 eng  2 11 10  7 10  87 397 322 262   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
K_Strootman   23 hol  3 12 16 10 13  93 550 857 400   8   0  768   1   0   0   9   8   9   3   0   0   0   0  88
W_Hoolahan    31 ire  2  6 15 11 16 123 415 737 587   7   0  483   0   0   0   1   5   4   2   1   0   0   0 100
F_Malouda     33 fra  3  6 15 11 15 127 322 632 493   8   5  396   0   0   0   0   5   4   0   1   0   0   0 100
Y_Benayoun    33 isl  2  8 15 10  8 117 386 714 542   5   0  455   0   0   0   0   7   2   0   0   0   0   0 100
X_Shaqiri     21 swi  2 13 15  8 16  97 608 670 420   9   1  771   0   0   0   6   3   8   0   1   0   0   0  88
R_Snodgrass   25 sco  2  9 14 11 14 123 498 839 576   4   0  365   0   0   0   1   5   6   0   0   0   0   0 100
J_Howson      25 eng  2 10 14 10 11 123 562 808 491   5   0  479   0   0   0   3   5   3   0   0   0   0   0  96
A_Surman      27 eng  2  9 14 10 15 123 391 710 508   1   0   63   0   0   0   0   4   1   0   0   0   0   0 100
A_Pilkington  25 ire  4  9 14 11 10 133 463 730 576   7   3  480   0   0   0   2   5   6   0   0   0   0   0  96
B_Johnson     26 eng  2 11 13  7 13 123 579 573 350   2   2   68   0   0   0   2   0   0   0   0   0   0   0 100
D_Fox         29 eng  3  9 13 11 12 123 443 570 518   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Butterfild  23 eng  3  9 13 11 15 123 403 578 435   1   1   21   0   0   0   0   0   0   0   0   0   0   0 100
A_Tettey      28 nor  3 11 13  7 13 133 548 641 461   3   3   80   0   0   0   1   0   1   0   0   0   0   0 100
G_Holt        32 eng  2  6 13 14 13 123 319 633 838   9   2  661   0   0   0   1   2  16   2   1   0   0   0  96
K_Smith       20 eng  2 10 12  7  9 123 403 453 348   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
K_Kamara      28 ivo  3  9 11 13 12 123 431 496 643   1   1   23   0   0   0   0   0   1   0   0   0   0   0 100
J_Loza        19 jam  2  7  9 10 12  87 202 317 307   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
