Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
J_Cesar       32 bra 17  2  7  6 10 658  96 211 186  16   0 1518   2  69  10   0   0   0   0   0   0   0   0 100
R_Green       32 eng 15  3  5  4  8 377 106 166 131   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
B_Murphy      29 ire 12  2  4  4 10 307  96 146 136   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
C_Samba       28 drc  2 15 13  6 15  72 646 485 255  15   0 1425   3   0   0  18   9  10   1   1   0   0   0  78
C_Hill        33 eng  3 14 10  7 14  82 449 348 221  12   0 1062   0   0   0  13   9   4   0   0   4   4   0 100
N_Onouha      26 eng  2 14 12  8 11  72 477 445 184  15   1 1305   0   0   0  13  12   8   0   3   4   0   0 100
J_Bosingwa    30 por  2 14 13  9 11  72 497 421 253  14   0 1329   1   0   0  20  12  14   1   0   0   0   0  80
A_Ferdinand   28 eng  3 14 10  7 13  82 414 348 236   6   2  435   0   0   0   2   3   1   0   0   0   0   0 100
A_Traore      23 sen  3 13 11  8 15  72 418 330 231   3   1  181   1   0   0   3   4   0   0   0   0   9   0 100
T_Ben_Haim    30 isl  3 13 10  8 12  72 415 326 237   4   1  338   0   0   0   2   1   3   0   0   0   0   0  86
Y_Suk_Young   22 kor  3 11 10  8 12  72 331 276 231   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
S_Diakite     24 mli  2 10 14 10 11  72 316 482 301  12   0 1140   0   0   0   3  19   9   0   0   0   0   0 100
S_Derry       35 eng  2 10 14  9 15  72 317 468 300  12   0 1140   0   0   0   3  11   9   2   0   4   0   0 100
J_S_Park      32 kor  2 10 14 11 14  72 338 568 351  14   0 1278   1   0   0   2  23   6   0   2   0   0   0  86
S_W_Phillips  31 eng  4  9 14 11 15  82 278 488 357   5   0  374   0   0   0   0  11   4   0   1   4   0   0 100
E_Granero     25 spa  2 10 14 10 12  72 360 473 329   4   2  288   0   0   0   2   6   5   0   1   0   0   0 100
J_Jenas       29 eng  2 10 14 10 11  72 336 423 306   4   1  183   0   0   0   1   3   2   0   0   0   0   0 100
J_Hoilett     22 can  2  9 14 11 12  72 351 455 349   3   3  150   0   0   0   1   4   3   1   0   0   0   0 100
S_M'Bia       26 cam  2 12 14  8 11  72 346 401 231   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Faulin      26 arg  2 11 14  9 11  72 326 391 251   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Barton      30 eng  2 12 14 10 18  72 361 406 281   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
B_Andrade     19 por  2  6 10 10 12  72 211 271 271   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Remy        26 fra  2  7  9 15 14  62 209 303 503  15   0 1425   1   0   0   4   9  36   4   1   4   0   0  78
D_Cisse       31 fra  2  7 11 15 14  62 212 347 490  15   0 1371   0   0   0   5   2  26   4   0   0   0   0  86
B_Zamora      31 eng  2  7 10 14 14  62 207 313 461   5   0  474   1   0   0   1   1  11   1   0   4   0   0  80
J_Bothroyd    30 eng  2  7 11 12 11  72 221 317 381   1   1   51   0   0   0   0   1   0   0   0   0   0   0 100
R_Hulse       33 eng  2  6 11 12  9  72 151 311 366   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
D_Campbell    32 eng  2  6 10 12 16  62 166 301 401   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Mackie      27 sco  2  6 10 12 15  72 156 311 311   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
