Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
K_Vermeer     26 hol 17  2  7  6 10 286  76 181 166   1   0   93   0   6   3   0   0   0   0   0   0   0   0 100
M_Steklenburg 29 hol 17  3  8  4 10   3  70 190  90   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Vertonghen  25 hol  2 16 12  4 15 100 768 568 275   1   0   93   0   0   0   1   2   2   0   0   0   0   0  92
J_Heitinga    30 hol  2 15 12  4 14 100 616 430 321   1   0   62   0   0   0   0   0   1   0   0   0   0   0 100
T_Alderweirld 23 hol  2 15 12  4 14  66 739 630 149   1   0   93   0   0   0   0   2   0   0   0   0   0   0  92
D_Blind       22 hol  2 14 12  8 11  66 703 456 197   1   1   31   0   0   0   0   0   0   0   0   0   0   0 100
K_Boulahrouz  30 hol  2 14 11  8  9  64 619 548 323   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
S_de_Vrij     20 hol  2 14 10 10 14  66 752 490 357   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Vlaar       27 hol  2 15 11  8 14 100 655 419 331   1   0   60   0   0   0   0   0   1   1   0   0   0   0 100
N_de_Jong     27 hol  2 12 15  9 12  68 387 613 279   1   0   73   0   0   0   0   0   0   0   0   0   0   0 100
S_Schaars     28 hol  2 12 14  9 13  54 448 666 372   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Clasie      21 hol  2 12 14  9 13  56 408 573 289   0   1    0   0   0   0   0   0   0   0   0   0   4   0 100
I_Affelay     26 hol  3 12 14 10 15  70 359 405 254   1   1   33   0   0   0   0   1   0   0   0   0   0   0 100
R_Babel       25 hol  2  5 14 14 16  56 175 466 546   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
K_Agustien    26 hol  2 12 13  9 15  84 424 556 291   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
K_Strootman   22 hol  3 12 15 10 13  66 363 696 258   1   0   93   0   0   0   1   2   1   0   0   0   0   0  92
A_Robben      28 hol  2  9 16 13 12  70 297 651 638   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_V_D_Vaart   29 hol  2  7 17 12 10  70 276 659 350   1   0   93   0   0   0   1   2   0   0   0   0   0   0  92
W_Sneijder    27 hol  2 12 16 10 10  66 522 908 586   1   0   93   0   0   0   0   1   0   0   0   0   0   0  92
D_Hoesen      21 hol  2  7 14 15 10  66 215 537 566   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
K_J_Huntelaar 29 hol  2  9 14 18 11  66 275 533 845   1   0   93   0   0   0   0   2   2   0   0   0   0   0  92
R_Van_Persie  29 hol  2  5 17 18 10  90 295 697 827   1   0   93   0   0   0   0   0   4   0   0   0   0   0  92
