Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
T_Howard      34 usa 16  3  8  4  8 563 120 240 140  16   0 1518   0  59  23   0   0   0   0   0   0   0   0 100
J_Mucha       29 slo 12  2  4  4 10 305 105 160 150   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Baines      29 eng  1 17 12  7 11  80 457 351 369   5   0  384   0   0   0   8   7   5   0   0   0   2   0 100
Marcelo       25 bra  2 16 13  9 12  70 424 379 213   1   0   96   0   0   0   0   0   1   0   0   0   0   0 100
S_Bassong     26 sen  1 15 13  8 14  68 544 465 234  15   0 1428   2   0   0  13  10   9   1   0   4   0   0  76
T_Hibbert     31 eng  3 14 10  7 14  90 482 429 266   9   1  850   0   0   0   7   9   7   0   1   0   0   0 100
J_Heitinga    30 hol  2 15 12  4 14  80 506 350 256  15   0 1322   0   0   0  13   8   5   0   1   0   0   0  93
P_Jagielka    30 eng  2 15 12  3 11  80 553 376 257  16   2 1381   0   0   0  18  10   7   0   1   0   0   0  83
P_Neville     35 eng  2 13 13  5 13  80 515 421 265   4   0  382   0   0   0   8   3   0   0   0   0   0   0  86
J_Stones      18 eng  2 12  9  4  8  80 354 225 145   1   0   96   0   0   0   1   0   0   0   0   0   0   0 100
S_Distin      31 fra  2 15 10  7 16  80 481 352 281  14   1 1281   1   0   0  10  11   9   1   1   0   0   0 100
S_Coleman     25 ire  2 13 13  7  8  80 477 415 285   3   0  284   0   0   0   3   2   0   0   0   0   0   0  93
D_Gibson      26 ire  3 11 14  9 14  80 410 412 337   3   1  241   0   0   0   2   0   0   0   0   4   0   0 100
B_Oviedo      23 cos  3 10 11  8 14  80 365 355 260   1   1   18   0   0   0   1   0   1   0   0   0   0   0 100
L_Modric      27 cro  2 10 16 11 10  50 274 437 352   3   0  245   0   0   0   0   3   3   0   0   0   0   0 100
T_Hitzlspger  31 ger  2 10 15 10 11  80 403 513 387  14   0 1330   1   0   0   6  18  16   1   1   0   0   0  86
A_Taarabt     23 mor  2  8 15 12 14  72 212 520 390  13   0 1197   0   0   0   5  13  11   0   1  10   0   0  86
J_Lundstram   18 eng  2  7 10  8 13  80 245 270 260   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Barlcay     21 eng  2  7 15 10 13  80 340 421 760   4   1  334   0   0   0   0   3   1   0   0   0   0   0  81
L_Osman       31 eng  2  8 15 10 11  80 425 497 377  15   0 1372   0   0   0   8  19  11   1   1   8   0   0  81
S_Pienaar     31 saf  2  9 15 10 14  80 362 486 378  15   1 1359   0   0   0   6  11  15   0   1   4   0   0  88
T_Huddlestone 25 eng  2 12 15  9 14  80 432 451 282   5   0  421   1   0   0   4   2   2   1   0   0   0   0  93
F_Junior      21 sen  2  7 10  8  9  80 325 365 315   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
G_Benteke     21 bel  2  7 12 16 12  70 208 365 457   6   0  481   0   0   0   2   1   6   1   0   0   0   0  86
D_Hoesen      21 hol  2  7 14 15 10  46 165 407 470  12   1 1101   1   0   0   7   7  18   4   0   4   0   0  95
M_Gueye       23 sen  2  6 12 13 12  80 164 368 399   5   1  295   0   0   0   1   4   2   0   0   0   0   0 100
K_Mirallas    26 bel  2  7 10 14 12  70 192 350 433   9   0  836   0   0   0   3   7  23   2   0   8   0   0 100
N_Jelavic     28 cro  2  7  9 15 14  70 206 384 452  13   0 1101   1   0   0   2   8  28   1   0   8   0   0  96
S_Naismith    25 sco  2  8 10 14 11  70 204 381 451   9   4  649   0   0   0   1   6   8   1   0   0   0   0 100
A_Vellios     20 gre  2  7  9 12 12  70 185 315 395   1   0   96   0   0   0   0   0   0   0   0   0   0   0 100
V_Anichebe    24 nig  2  6 10 13 14  70 180 356 425   4   2  247   0   0   0   0   1   0   0   0   0   0   0 100
