Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
P_Reina       32 spa 18  4  8  4  8  44 190 310 210   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
P_Gulasci     24 hun 12  5  3  5  8 360 190 210 210   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Bonucci     26 ita  2 16 14  9 15  93 564 499 274   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
D_Agger       29 den  2 16 14 10 15  90 742 583 353   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
V_Chiriches   24 rom  2 15 12  8 13  64 860 471 275   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
S_Coates      23 uru  4 14 11  7 16 120 545 467 309   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
V_Forren      25 nor  1 15 13  8 14  97 705 701 393   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_Skrtel      29 cze  2 15 14  4 14 110 585 610 295   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_Kelly       23 eng  4 14 12  8 12  93 600 448 223   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Flanagan    21 eng  2 13 11  5  8  80 598 454 257   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
T_Doumbia     23 mal  2	11 13  9 12  60	285 335	235   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Mata        25 spa  3  7 17 14 10 120 352 709 625   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_Valbuena    28 fra  2 10 16 14 11  66 419 721 635   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
Lucas         21 bra  2 10 16 11 12  91 376 626 401   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
S_Gerrard     34 eng  2  9 15 14 11 110 470 711 665   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Henderson   23 eng  2  9 14 10 14 110 345 532 410   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
Portillo      24 spa  2  9 13 12 12  60 200 365 275   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
E_Bennett     24 eng  2  9 14 11 11 103 348 483 378   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Leiva       27 bra  2 12 15  9 14 110 534 688 387   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Allen       24 wal  3 12 14 10 15 110 574 592 440   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
C_Coady       20 eng  2 10 11  8 12  60 225 285 240   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
K_Adorjan     21 hun  2  7 11 10 14  60 225 285 250   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Suarez      27 uru  2  5 17 18 16  90 278 633 792   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
D_Sturridge   24 eng  2  5 14 15 12 100 276 608 746   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100


