Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
S_Sirigu      25 ita 16  2  7  6 10 450  68 188 163  11   0 1040   1  49  21   0   0   0   0   0   0   0   0 100
N_Douchez     32 fra 15  2  5  6 12 358 158  93 108   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Areola      19 fra 12  2  4  4 14 298  68 118 108   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Le_Crom     38 fra 12  2  4  4 14 298  73 123 108   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
Thiago_Silva  27 bra  2 17 11  6 13  43 536 359 205   9   0  851   0   0   0  13   7   9   1   2   0   0   0  80
Alex          30 bra  2 16 12  4 13  63 454 356 113  11   3  793   0   0   0   9   8   5   1   2   0   0   0  86
M_Sakho       22 fra  2 15 14  6  8  63 444 370 175  10   0  908   0   0   0   9  10   5   1   1   0   0   0 100
D_Lugano      33 uru  2 15 12  4 13  63 417 312 112   7   0  661   0   0   0  10   4   2   0   0   4   0   0 100
C_Jallet      29 fra  2 15 12  7  9  53 393 308 188   1   1    7   0   0   0   0   0   0   0   0   0   2   0 100
S_Tiene       30 fra  2 14 10  6 14  63 427 285 119   6   1  561   0   0   0   8   2   3   1   0   0   0   0  93
Z_Camara      33 fra  2 14 10  6 11  63 401 298 128   1   0   45   0   0   0   2   0   0   0   0   0   0   0 100
S_Armand      32 fra  2 14 10  6 11  63 397 293 132   1   1   50   0   0   0   1   0   2   0   0   0   0   0 100
G_V_Der_Weil  25 hol  2 14 12  4 14  63 387 304  97   3   0  284   0   0   0   1   1   3   0   0   0   0   0 100
Maxwell       31 bra  2 13 10  4  8  63 373 228 118   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Landre      21 fra  3 12 11  8 12  63 338 248 198   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
B_Matuidi     25 fra  2 12 16  9 12  63 365 462 212  11   3  817   1   0   0   8  12   8   1   0   0   0   0  86
T_Motta       30 ita  2 11 16 10 12  63 342 458 259  10   0  945   0   0   0   9  14   4   0   1   0   0   0 100
Lucas         20 bra  2 10 16 11 12  63 311 484 329  11   0  979   1   0   0   5  17  13   4   2   4   0   0  86
E_Lavezzi     28 arg  2  7 16 16 11  63 160 441 512  10   0  945   1   0   0   3   4  28   3   0   0   0   0 100
M_Sissoko     28 fra  1 11 15 10 11  53 258 412 228   1   0   95   0   0   0   0   2   1   0   1   0   0   0  93
M_Verratti    19 fra  1 12 15  9 13  53 354 439 296   4   0  379   0   0   0   2   6   1   0   1   4   0   0  93
M_Bodmer      30 fra  3 12 14 10 15  63 343 388 238   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
C_Chantome    24 fra  3  7 14 12 15  63 223 388 323   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Rabiot      18 fra  2 10 11  6  9  63 263 303 158   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
N_Kebano      21 fra  2  6 11 10 13  63 158 303 263   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
Z_Ibrahimovic 31 swe  2  5 17 18 14  43 132 441 552  11   0 1040   3   0   0   2  10  25   4   4   0   0   0  80
J_Menez       25 fra  2  7  9 15 10  53 150 240 392  10   0  893   0   0   0   2   2  15   3   0   0   0   0 100
G_Hoarau      29 fra  2  8 10 14 13  63 303 283 407   1   0   45   0   0   0   0   0   2   1   0   0   0   0 100
K_Gameiro     25 fra  2  8 10 14 13  63 298 283 397   4   4  102   0   0   0   0   0   4   0   0   0   0   0 100
P_Luyindula   34 fra  2  8 10 13 14  63 243 268 348   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Maurice     26 fra  2  5 10 11 10  63 133 273 343   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Behebeck    20 fra  2  5 10 11  9  63 133 268 338   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
