Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
R_Stanca      34 rom 15  2  4  6 10 446  92 162 112   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
C_Tatarusanu  28 rom 14  2  4  6 12 369  97 162 112   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Szukala     30 pol  2 12 10  8 10  64 791 476 263   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
F_Gardos      25 rom  2 12 10  8 10  64 633 429 247   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
D_Bratu       25 rom  2 11 10  8 12  64 332 263 177   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
I_Latovlevici 28 rom  2 13 11  7 14  64 892 547 207   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
V_Lupu        23 rom  2 11 10  8 12  64 292 267 209   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
P_Parvulescu  25 rom  2 12 10  8 11  64 574 388 210   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
G_Matei       24 rom  2 11  9  8 11  64 292 237 197   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
C_Rapa        24 rom  2 12 10  8 13  64 654 371 406   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
D_Georgievski 26 mac  2 12 10  8 12  64 673 437 258   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_Pintilii    29 rom  2 10 13  9 13  64 414 884 433   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Filip       23 rom  2  8 11 10 10  64 202 297 232   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
C_Puscas      20 rom  2  8 11 10 13  64 207 257 222   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Bourceanu   29 rom  2 11 13  8 12  64 552 818 442   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Prepelita   28 rom  2  9 12  9 11  64 207 393 185   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
I_Rosu        20 rom  2  8 11 10 11  64 207 257 222   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
C_Tanase      27 rom  2  8 13 11 12  64 360 825 636   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
G_Iancu       20 rom  2  8 13 11 13  64 279 409 349   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
I_Nastasie    22 rom  2  9 10  9 13  64 217 257 222   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Popa        25 rom  2 10 12  9 12  64 357 511 301   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Tatu        32 bra  2  6 10 12 15  64 196 443 723   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Rusescu     25 rom  2  7 12 13 12  64 251 502 719   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_Costea      26 rom  2  6 10 12 12  64 205 330 697   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
S_Nikolic     24 mon  2  6 11 12 13  64 234 393 511   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Rocha       28 bra  2  6 11 12 11  64 222 407 517   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
