Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
J_Lundstram   19 eng  2  8 10  8 13 100 295 320 310   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
F_Junior      22 sen  2  7 10  8  9 100 375 415 365   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
C_McAleny     19 eng  2  9  9 10 11  60 220 245 275   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
H_Hope        19 eng  2  9  9 11 10  60 220 245 295   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Johns       19 eng  2 10  9  6 12  60 285 255 175   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Williams    19 wal  2  8 11  9 10  80 268 407 327   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
I_Sekajja     20 eng  2  6 10 12 12  80 253 333 459   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
D_Gabbidon    34 wal  2 10  8  5 10  80 342 233 208   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_Parsons     21 eng  2 10  9  8 11  80 420 290 245   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_O'Keefe     22 eng  2  7 11 10 11  80 270 455 349   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
Bebe          21 por  2  6 10 12 13  60 130 205 310   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Scotland    34 tri  2  6 10 11  9  70 162 342 431   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Edwards     32 eng  2 11 10  8 12  70 310 281 150   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Rooney      22 eng  2  6 10  8 12  70 160 205 195   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_Harewood    34 eng  2  6 10 12 15  70 165 333 473   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Hulse       34 eng  2  6 11 12  9  84 202 347 402   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Tate        30 eng  2 12  9  4  8  84 401 270 157   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
H_Mullins     34 eng  3 11 12  8 14  96 436 516 431   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
W_Elliott     34 eng  3  8 12 11 14  96 346 451 356   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
T_Ream        25 usa  2 11  8  3 11  86 440 374 241   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_Kamara      25 sie  2  7 11  9  7  96 276 381 331   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
D_East        23 eng  2 11  9  7 10  86 368 293 218   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Faye        35 cam  3 12  9  7 14  96 545 535 345   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Devitt      24 ire  2  7 11  8 17  86 258 363 278   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_McLean      31 eng  2  6 10 12 16  76 243 421 583   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
Gedo          28 egy  2  7 10 12 11  86 293 333 459   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Wellens     33 eng  2  9 11  7 13  86 318 368 253   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
S_Kelly       30 ire  3 13 10  7 14 106 468 351 300   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Tabb        30 ire  2  9 11  7  7  96 331 381 276   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_McAnuff     32 jam  3  9 13 11 12  96 370 512 370   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
N_Hunt        31 ire  2  7 10 12 11  96 330 422 566   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
F_Cuvelier    22 bel  2  7 11  9  7  96 276 371 331   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_Sidibe      35 sen  2  6 10 11  9  96 216 356 441   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
W_Brown       34 eng  3 13 10  6 14 110 548 432 283   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
S_Reid        32 ire  2 13 11  5  7  90 505 462 229   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Maksimenko  24 lat  2 10  9  6 13  86 353 268 198   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Orlandi     29 spa  2 10 11  7 13  86 330 380 250   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
Y_Kasim       22 irq  2  8 10  8 12  86 258 313 258   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
S_Dobbie      32 sco  2  6 11 12 14  86 238 369 455   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Bergkamp    23 hol  2  6  9 11 10  86 203 273 353   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
P_Bignot      27 eng  2 10  9  6 13  86 313 273 203   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
B_Ferguson    35 sco  3 11 12  8 18  86 449 596 275   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
G_Moussi      29 fra  2 10 11  8 12  86 333 363 263   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
A_Djeziri     25 alg  2  6 11 10 12  86 208 308 328   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
G_T_Fletcher  32 eng  2  7 11 12 11  86 310 411 566   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
N_Henrique    27 por  2 11  9  5 11  86 381 291 231   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_Olsson      25 swe  2  7 11  9  7  96 360 490 428   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
F_Nunes       21 por  2  9 10  8 13  96 281 346 236   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
P_Jorge       20 por  2  9 11  7 13  96 241 346 226   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
