Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
D_Marshall    27 sco 13  2  5  4  9 465  97 182 142  16   0 1512   1  66  23   0   0   0   0   0   0   0   0 100
J_Lewis       24 eng 12  2  4  4 10 299 102 152 142   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
E_Parish      23 eng 12  2  3  4 10 249 102 112 142   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
K_McNaughton  30 sco  3 13 10  8 12  84 426 350 288  15   1 1329   2   0   0  12  11  10   1   3   0   0   0 100
A_Taylor      26 eng  2 12  9  4  8  74 431 284 185  14   1 1269   0   0   0   8   4   3   1   2   0   0   0 100
M_Hudson      30 eng  3 13 10  7 14  84 428 314 259  15   1 1369   1   0   0   5   7  11   2   2   0   0   0  88
B_Turner      24 eng  2 12  9  4  8  74 472 262 221  13   0 1228   0   0   0  18   4   8   3   0   0   0   0 100
M_Connolly    24 eng  2 12  9  4  8  74 451 237 181   5   1  424   0   0   0   8   0   1   1   0   0   0   0  86
B_Nugent      18 eng  2 11  9  6 13  74 293 228 152   2   0  192   0   0   0   1   1   0   0   0   0   0   0  93
A_Oshilaja    20 eng  2 10  9  6 13  74 277 227 162   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
L_Coulson     19 eng  2 10  8  5 13  74 277 197 157   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
F_Kiss        21 ice  2  8 11  7 17  74 242 327 212   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
P_Whittinghm  27 eng  2 10 14 10 11  74 365 473 360  14   0 1273   1   0   0   6  19  12   2   2   0   0   0 100
D_Cowie       29 sco  3 11 13  9 12  74 331 382 281   5   1  248   0   0   0   2   1   2   0   0   0   0   0  93
C_Conway      27 sco  3  9 13 11 14  74 271 409 287   3   2  192   0   0   0   1   5   0   0   1   0   0   0 100
K_Bo_Kyung    22 kor  2  9 14 11 11  74 317 486 326  14   1 1277   0   0   0   5  17  13   1   2   0   0   0 100
C_Noone       24 eng  2  9 14 10 15  74 247 442 307  10   0  928   0   0   0   2  17  10   0   0   4   0   0 100
A_Gunnarsson  23 ice  2 12 14  9 14  74 406 469 275  15   0 1257   1   0   0  11  12   6   2   0   8   0   0  93
J_Mutch       20 eng  4  9 14 11 10  84 265 465 366   9   2  742   0   0   0   3  11   8   3   0   0   0   0  93
K_Harris      20 eng  2  6 10  7 12  74 167 312 207   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Ralls       20 eng  2  9 11  7 13  74 262 337 217   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
S_Lappin      29 sco  2  7 12 10 16  74 236 369 282   1   0   98   0   0   0   1   0   0   0   1   0   0   0 100
S_McPhail     32 ire  2  9 11  7 13  74 272 327 222   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
T_O'Sullivan  18 wal  2  6 10  7 13  74 167 312 207   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
T_Wharton     18 wal  2  8  9  6 14  74 197 252 172   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
T_Smith       32 eng  3  9 12 12 12  74 301 368 387   4   0  282   0   0   0   2   1   3   0   0   0   0   0  93
R_Gestede     23 sen  2  7  9 12 11  74 242 277 415   5   3  240   0   0   0   1   0   4   2   0   0   0   0 100
J_Mason       21 ire  2  6 10 12 11  74 227 323 382   2   2  102   0   0   0   0   2   0   0   0   0   0   0 100
H_Helguson    35 ice  2  6 10 12 16  64 172 307 407   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
I_Miller      26 eng  2  6 10 12 11  74 164 332 399   4   1  282   0   0   0   0   3   9   1   0   0   0   0 100
M_Tudgay      29 eng  2  6  9 11  9  74 162 297 367   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
F_Campbell    24 eng  2  6 11 13 14  64 209 403 527  13   0 1209   1   0   0   5  12  17   5   2   0   6   0 100
R_Healey      18 wal  2  4  8 11  9  74 122 212 312   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
C_Bellamy     33 wal  2  6 11 13 15  64 172 338 460   5   0  421   0   0   0   0   2  10   1   0   0   0   0  93
N_Jarvis      22 wal  2  4  8 11 11  74 122 212 317   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Darko       20 aut  2  4  9 11 12  74 122 257 312   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
