Name         Age Nat St Tk Ps Sh Ag KAb TAb PAb SAb Gam Sub  Min Mom Sav Con Ktk Kps Sht Gls Ass  DP Inj Sus Fit
----------------------------------------------------------------------------------------------------------------
K_Vermeer     26 hol 16  2  7  6 10 406  68 173 158  11   0 1052   2  58  27   0   0   0   0   0   0   0   0 100
J_Cillessen   23 hol 13  3  5  3  6 348  78 138  93   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
M_V_D_Hart    18 hol 12  2  4  4 10 278  68 118 108   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
T_Alderweirld 23 hol  2 15 12  4 14  63 424 324 109   8   0  740   0   0   0   6   7   5   0   0   0   6   0 100
N_Moisander   26 fin  2 15 10  8 18  63 436 275 188  11   0 1052   0   0   0  16   7   4   0   1   0   0   0  80
D_Blind       22 hol  2 14 12  8 11  63 418 378 147  11   0 1052   0   0   0   8   8   6   0   1   0   0   0  80
R_van_Rhijn   21 hol  2 13 10  8 12  63 398 281 186  10   0  957   0   0   0  14   4   6   0   0   4   0   0 100
N_Boilesen    20 den  2 12  9  4  8  63 351 219 152   3   1  217   0   0   0   2   1   1   1   0   0   0   0 100
J_Veltman     20 hol  2 12  9  4  8  63 317 204 118   1   0   45   0   0   0   1   1   0   0   0   0   0   0 100
S_Denswil     19 hol  2 12 12  8 12  63 353 258 198   1   1   50   0   0   0   0   0   0   0   0   0   0   0 100
M_Dijks       19 hol  2 12 10  5 10  63 323 303 123   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
R_Ligeon      20 hol  2 11 10  7 13  63 303 248 183   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
C_Poulsen     32 den  2 12 15  6 12  63 315 363 219  10   0  957   0   0   0   6   7   6   3   0   0   0   0 100
L_Schone      26 den  2 10 15  9 16  63 301 439 267  10   0  957   1   0   0   8  15   6   1   1   0   0   0 100
C_Eriksen     20 den  1  8 15 12  8  43 162 463 356  10   0  957   0   0   0   4  11   7   1   2   0   0   0 100
S_de_Jong     23 hol  2  8 15 10 11  63 304 480 286  10   0  957   0   0   0   4  22   5   0   2   4   0   0 100
D_Boerrigter  25 hol  3  9 14 11 13  63 238 385 293   1   0   95   0   0   0   0   2   0   0   0   0   0   0  93
M_Sulejmani   23 ser  2  9 14 11 14  63 243 374 283   1   0   95   0   0   0   0   1   1   0   0   0   0   0  93
V_Fischer     18 den  2  9 14 11 10  63 267 385 298   1   0   95   0   0   0   1   2   0   0   0   0   0   0  93
R_Babel       25 hol  2  5 14 14 16  53 138 379 396   2   0  192   0   0   0   0   1   6   0   0   0   0   0  85
T_Serero      22 saf  2  7 13 11 13  63 158 368 298   1   0   45   0   0   0   0   0   0   0   0   0   0   0 100
F_Sporkslede  19 hol  3  9 13 11 13  63 236 357 291   1   1   50   0   0   0   0   1   0   0   0   4   0   0 100
D_Klassen     19 hol  2  7 13 12 12  63 158 368 298   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
I_Boccara     19 fra  2 10 12  5 11  63 303 308 253   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
D_Hoesen      21 hol  2  7 14 15 10  43 157 399 458  11   0 1052   1   0   0   7   7  17   4   0   4   0   0  80
K_Sigborsson  22 ice  2  7 10 14 12  53 168 329 417  10   0  955   0   0   0   4   6  20   2   0   0   0   0  93
L_Andersen    17 den  2  7 10 12 13  63 193 263 343   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
T_Sana        23 swe  2  7 10 12 13  63 193 273 333   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
J_Lukoki      19 hol  2  7 10 12 13  63 193 263 343   0   0    0   0   0   0   0   0   0   0   0   0   0   0 100
